resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,is_podium,qualy_position,q1,q2,q3,median_gap_leader,std_gap_leader,q1_sec,q2_sec,q3_sec,best_qualy_sec,qualy_delta_sec,year,round,prior_points,prior_position,prior_wins
25037,1055,8,51,7,17.0,12,12,12,0.0,65,\N,\N,54,15,1:22.868,203.094,11,0,17.0,1:18.917,,,2026.0,4503.067352190659,78.917,,,78.917,2.176000000000002,2021,4,0.0,14,0.0
25038,1055,20,117,5,13.0,13,13,13,0.0,65,\N,\N,56,14,1:22.820,203.211,11,0,13.0,1:18.289,1:18.079,,1995.0,4756.290165503103,78.289,78.07900000000001,,78.07900000000001,1.338000000000008,2021,4,0.0,16,0.0
25039,1055,847,3,63,15.0,14,14,14,0.0,65,\N,\N,30,17,1:23.208,202.264,11,0,15.0,1:18.445,1:19.154,,2350.0,4774.528258866162,78.445,79.154,,78.445,1.7039999999999935,2021,4,0.0,17,0.0
25040,1055,841,51,99,14.0,15,15,15,0.0,65,\N,\N,42,13,1:22.802,203.255,11,0,14.0,1:18.549,1:18.356,,1899.0,7551.704324413488,78.549,78.356,,78.356,1.6149999999999949,2021,4,0.0,15,0.0
25041,1055,849,3,6,19.0,16,16,16,0.0,65,\N,\N,57,16,1:22.905,203.003,11,0,19.0,1:19.219,,,2097.0,5480.83005241556,79.219,,,79.219,2.4779999999999944,2021,4,0.0,20,0.0
25042,1055,4,214,14,10.0,17,17,17,0.0,65,\N,\N,63,6,1:21.182,207.311,11,0,10.0,1:18.281,1:17.966,1:18.147,2100.0,4873.442728195336,78.281,77.96600000000001,78.14699999999999,77.96600000000001,1.2250000000000085,2021,4,5.0,12,0.0
25043,1055,854,210,47,18.0,18,18,18,0.0,64,\N,\N,54,12,1:22.637,203.661,12,0,18.0,1:19.117,,,2726.0,5852.921944926548,79.117,,,79.117,2.3760000000000048,2021,4,0.0,18,0.0
25044,1055,853,210,9,20.0,19,19,19,0.0,64,\N,\N,45,19,1:24.040,200.261,12,0,20.0,1:19.807,,,3479.0,6445.008308064608,79.807,,,79.807,3.0660000000000025,2021,4,0.0,19,0.0
25045,1055,852,213,22,16.0,\N,R,20,0.0,6,\N,\N,5,20,1:24.825,198.408,10,0,16.0,1:18.556,,,3245.0,3999.9009321065273,78.556,,,78.556,1.8149999999999977,2021,4,2.0,13,0.0
25047,1056,832,6,55,4.0,2,2,2,18.0,78,+8.968,5945788,35,5,1:14.621,160.989,1,1,4.0,1:11.324,1:10.806,1:10.611,104.0,3043.8798719165443,71.324,70.806,70.611,70.611,0.26500000000000057,2021,5,20.0,8,0.0
25046,1056,830,9,33,2.0,1,1,1,25.0,78,1:38:56.820,5936820,58,6,1:14.649,160.929,1,1,2.0,1:11.124,1:10.650,1:10.576,0.0,0.0,71.124,70.65,70.576,70.576,0.22999999999998977,2021,5,80.0,2,1.0
25048,1056,846,1,4,5.0,3,3,3,15.0,78,+19.427,5956247,76,7,1:14.670,160.883,1,1,5.0,1:11.321,1:11.031,1:10.620,335.5,2934.926833043375,71.321,71.031,70.62,70.62,0.2740000000000009,2021,5,41.0,4,0.0
25049,1056,815,9,11,9.0,4,4,4,12.0,78,+20.490,5957310,32,3,1:14.552,161.138,1,0,9.0,1:11.644,1:11.019,1:11.573,188.0,2677.329937158959,71.644,71.019,71.57300000000001,71.019,0.6730000000000018,2021,5,32.0,6,0.0
25050,1056,20,117,5,8.0,5,5,5,10.0,78,+52.591,5989411,33,11,1:15.316,159.503,1,0,8.0,1:12.078,1:11.309,1:11.419,603.0,3022.5012098045654,72.078,71.309,71.419,71.309,0.9629999999999939,2021,5,0.0,16,0.0
25051,1056,842,213,10,6.0,6,6,6,8.0,78,+53.896,5990716,71,14,1:15.412,159.3,1,0,6.0,1:11.560,1:11.179,1:10.900,605.0,2915.7945831766065,71.56,71.179,70.9,70.9,0.554000000000002,2021,5,8.0,10,0.0
25052,1056,1,131,44,7.0,7,7,7,7.0,78,+68.231,6005051,69,1,1:12.909,164.769,1,0,7.0,1:11.622,1:11.116,1:11.095,632.5,3434.181814071764,71.622,71.116,71.095,71.095,0.7489999999999952,2021,5,94.0,1,3.0
25053,1056,840,117,18,13.0,8,8,8,4.0,77,\N,\N,74,8,1:14.674,160.875,11,0,13.0,1:11.979,1:11.600,,935.0,3036.330166732213,71.979,71.6,,71.6,1.2539999999999907,2021,5,5.0,11,0.0
25054,1056,839,214,31,11.0,9,9,9,2.0,77,\N,\N,41,12,1:15.316,159.503,11,0,11.0,1:11.740,1:11.486,,1480.0,3060.595967791042,71.74,71.486,,71.486,1.1400000000000006,2021,5,10.0,9,0.0
25055,1056,841,51,99,10.0,10,10,10,1.0,77,\N,\N,41,13,1:15.331,159.472,11,0,10.0,1:11.658,1:11.409,1:11.779,1494.0,2943.0157695620037,71.658,71.409,71.779,71.409,1.0630000000000024,2021,5,0.0,15,0.0
25056,1056,8,51,7,14.0,11,11,11,0.0,77,\N,\N,55,9,1:14.971,160.237,11,0,14.0,1:11.899,1:11.642,,1286.0,3150.266401682898,71.899,71.642,,71.642,1.2959999999999923,2021,5,0.0,14,0.0
25057,1056,817,1,3,12.0,12,12,12,0.0,77,\N,\N,43,4,1:14.578,161.082,11,0,12.0,1:11.747,1:11.598,,1442.0,3294.885733567387,71.747,71.598,,71.598,1.2519999999999953,2021,5,24.0,7,0.0
25058,1056,4,214,14,17.0,13,13,13,0.0,77,\N,\N,70,10,1:15.026,160.12,11,0,17.0,1:12.205,,,1414.0,3178.044588424624,72.205,,,72.205,1.8589999999999947,2021,5,5.0,12,0.0
25059,1056,847,3,63,15.0,14,14,14,0.0,77,\N,\N,59,15,1:15.539,159.033,11,0,15.0,1:12.016,1:11.830,,1906.0,3562.0953820180994,72.016,71.83,,71.83,1.4839999999999947,2021,5,0.0,17,0.0
25060,1056,849,3,6,18.0,15,15,15,0.0,77,\N,\N,66,16,1:15.573,158.961,11,0,18.0,1:12.366,,,1763.0,3368.3939543723745,72.366,,,72.366,2.019999999999996,2021,5,0.0,19,0.0
25061,1056,852,213,22,16.0,16,16,16,0.0,77,\N,\N,66,2,1:14.037,162.259,11,0,16.0,1:12.096,,,1808.0,3364.749208762429,72.096,,,72.096,1.75,2021,5,2.0,13,0.0
25062,1056,853,210,9,19.0,17,17,17,0.0,75,\N,\N,64,19,1:16.866,156.287,13,0,19.0,1:12.958,,,2755.0,2310.677473839243,72.958,,,72.958,2.6119999999999948,2021,5,0.0,20,0.0
25063,1056,854,210,47,20.0,18,18,18,0.0,75,\N,\N,51,18,1:16.425,157.189,13,0,,,,,2476.0,4277.929808672407,,,,,,2021,5,0.0,18,0.0
25064,1056,822,131,77,3.0,\N,R,19,0.0,29,\N,\N,18,17,1:15.706,158.682,61,0,3.0,1:10.938,1:10.695,1:10.601,156.0,327.647962288976,70.938,70.695,70.601,70.601,0.25499999999999545,2021,5,47.0,3,0.0
25065,1056,844,6,16,1.0,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,30,0,1.0,1:11.113,1:10.597,1:10.346,,,71.113,70.597,70.346,70.346,0.0,2021,5,40.0,5,0.0
25066,1057,815,9,11,6.0,1,1,1,25.0,51,2:13:36.410,8016410,45,2,1:44.687,206.432,1,1,7.0,1:41.968,1:41.630,1:41.917,41.0,2885.036273534155,101.968,101.63,101.917,101.63,0.41199999999999193,2021,6,44.0,5,0.0
25067,1057,20,117,5,11.0,2,2,2,18.0,51,+1.385,8017795,41,4,1:44.890,206.032,1,1,11.0,1:42.460,1:42.224,,760.0,5013.888991004651,102.46000000000001,102.22399999999999,,102.22399999999999,1.005999999999986,2021,6,10.0,11,0.0
25068,1057,842,213,10,4.0,3,3,3,15.0,51,+2.762,8019172,44,6,1:45.220,205.386,1,1,4.0,1:42.288,1:41.932,1:41.565,885.0,4898.7411499402215,102.288,101.932,101.565,101.565,0.3469999999999942,2021,6,16.0,9,0.0
25069,1057,844,6,16,1.0,4,4,4,12.0,51,+3.828,8020238,46,8,1:45.382,205.071,1,0,1.0,1:42.241,1:41.659,1:41.218,825.0,4798.4736446532015,102.241,101.65899999999999,101.218,101.218,0.0,2021,6,40.0,6,0.0
25070,1057,846,1,4,9.0,5,5,5,10.0,51,+4.754,8021164,41,7,1:45.326,205.18,1,0,6.0,1:42.167,1:41.813,1:41.747,1084.0,7238.696242702664,102.167,101.813,101.747,101.747,0.5289999999999964,2021,6,56.0,3,0.0
25071,1057,4,214,14,8.0,6,6,6,8.0,51,+6.382,8022792,42,11,1:45.624,204.601,1,0,9.0,1:42.934,1:42.195,1:42.327,1795.0,8931.35643295849,102.934,102.195,102.327,102.195,0.9769999999999897,2021,6,5.0,13,0.0
25072,1057,852,213,22,7.0,7,7,7,6.0,51,+6.624,8023034,46,5,1:44.939,205.936,1,0,8.0,1:42.521,1:41.654,1:42.211,948.0,5475.339470825925,102.521,101.654,102.211,101.654,0.43599999999999284,2021,6,2.0,14,0.0
25073,1057,832,6,55,5.0,8,8,8,4.0,51,+7.709,8024119,42,13,1:45.700,204.454,1,0,5.0,1:42.121,1:41.740,1:41.576,1101.0,10444.180565947607,102.12100000000001,101.74000000000001,101.576,101.576,0.3579999999999899,2021,6,38.0,7,0.0
25074,1057,817,1,3,13.0,9,9,9,2.0,51,+8.874,8025284,43,14,1:45.713,204.428,1,0,13.0,1:42.304,1:42.558,,1170.0,7336.312478323685,102.304,102.55799999999999,,102.304,1.0859999999999985,2021,6,24.0,8,0.0
25075,1057,8,51,7,14.0,10,10,10,1.0,51,+9.576,8025986,43,10,1:45.601,204.645,1,0,14.0,1:42.923,1:42.587,,1723.0,10170.334415038942,102.923,102.587,,102.587,1.3689999999999998,2021,6,0.0,16,0.0
25076,1057,841,51,99,20.0,11,11,11,0.0,51,+10.254,8026664,44,9,1:45.575,204.696,1,0,20.0,,,,1802.0,9895.45689892242,,,,,,2021,6,1.0,15,0.0
25077,1057,822,131,77,10.0,12,12,12,0.0,51,+11.264,8027674,43,12,1:45.665,204.521,1,0,10.0,1:42.701,1:42.106,1:42.659,1255.0,8051.388642230313,102.701,102.106,102.65899999999999,102.106,0.887999999999991,2021,6,47.0,4,0.0
25078,1057,854,210,47,17.0,13,13,13,0.0,51,+14.241,8030651,41,18,1:47.624,200.799,1,0,17.0,1:44.158,,,2588.0,14394.249881551626,104.158,,,104.158,2.9399999999999977,2021,6,0.0,19,0.0
25079,1057,853,210,9,18.0,14,14,14,0.0,51,+14.315,8030725,40,19,1:47.747,200.569,1,0,18.0,1:44.238,,,3078.0,372012.4004282653,104.238,,,104.238,3.019999999999996,2021,6,0.0,20,0.0
25080,1057,1,131,44,2.0,15,15,15,0.0,51,+17.668,8034078,43,3,1:44.769,206.27,1,0,2.0,1:41.545,1:41.634,1:41.450,145.0,3885.3151884661156,101.545,101.634,101.45,101.45,0.23199999999999932,2021,6,101.0,2,3.0
25081,1057,849,3,6,16.0,16,16,16,0.0,51,+42.379,8058789,42,17,1:46.608,202.712,1,0,16.0,1:43.128,,,2169.0,13383.92247132474,103.128,,,103.128,1.9099999999999966,2021,6,0.0,18,0.0
25082,1057,847,3,63,15.0,\N,R,17,0.0,48,\N,\N,43,15,1:45.959,203.954,6,0,15.0,1:42.728,1:42.758,,1930.5,11013.662151408693,102.72800000000001,102.75800000000001,,102.72800000000001,1.5100000000000051,2021,6,0.0,17,0.0
25083,1057,830,9,33,3.0,\N,R,18,0.0,45,\N,\N,44,1,1:44.481,206.839,3,0,3.0,1:41.760,1:41.625,1:41.563,0.0,2022.416431455753,101.75999999999999,101.625,101.563,101.563,0.34499999999999886,2021,6,105.0,1,2.0
25084,1057,840,117,18,19.0,\N,R,19,0.0,29,\N,\N,28,16,1:46.207,203.478,3,0,19.0,,,,906.0,2193.2172956438517,,,,,,2021,6,9.0,12,0.0
25085,1057,839,214,31,12.0,\N,R,20,0.0,3,\N,\N,2,20,1:50.850,194.955,101,0,12.0,1:42.426,1:42.273,,7887.0,10852.81709972116,102.426,102.273,,102.273,1.0549999999999926,2021,6,12.0,10,0.0
25086,1059,830,9,33,1.0,1,1,1,26.0,53,1:27:25.770,5245770,35,1,1:36.404,218.156,1,1,1.0,1:31.001,1:31.080,1:29.990,-60.0,3778.1304544402947,91.001,91.08,89.99,89.99,0.0,2021,7,105.0,1,2.0
25087,1059,1,131,44,2.0,2,2,2,18.0,53,+2.904,5248674,44,5,1:37.410,215.903,1,1,2.0,1:31.237,1:30.788,1:30.248,0.0,2759.6882373982494,91.237,90.788,90.248,90.248,0.2580000000000098,2021,7,101.0,2,3.0
25088,1059,815,9,11,4.0,3,3,3,15.0,53,+8.811,5254581,53,2,1:36.693,217.504,1,1,4.0,1:31.560,1:30.971,1:30.445,17.0,2937.25006730956,91.56,90.971,90.445,90.445,0.4549999999999983,2021,7,69.0,3,1.0
25089,1059,822,131,77,3.0,4,4,4,12.0,53,+14.618,5260388,19,3,1:36.960,216.905,1,0,3.0,1:31.669,1:30.735,1:30.376,344.0,2918.669323092577,91.669,90.735,90.376,90.376,0.3860000000000099,2021,7,47.0,6,0.0
25090,1059,846,1,4,8.0,5,5,5,10.0,53,+64.032,5309802,52,6,1:37.425,215.87,1,0,8.0,1:31.733,1:31.542,1:31.252,991.0,3204.4124890305343,91.733,91.542,91.252,91.252,1.2620000000000005,2021,7,66.0,4,0.0
25091,1059,817,1,3,10.0,6,6,6,8.0,53,+75.857,5321627,45,14,1:38.324,213.896,1,0,10.0,1:32.181,1:31.615,1:31.382,1381.0,2825.651927166158,92.181,91.615,91.382,91.382,1.3920000000000101,2021,7,26.0,10,0.0
25092,1059,842,213,10,6.0,7,7,7,6.0,53,+76.596,5322366,44,11,1:38.103,214.378,1,0,6.0,1:31.898,1:31.353,1:30.868,1312.0,3059.9935794206813,91.898,91.35300000000001,90.868,90.868,0.8780000000000001,2021,7,31.0,8,0.0
25093,1059,4,214,14,9.0,8,8,8,4.0,53,+77.695,5323465,44,7,1:37.646,215.382,1,0,9.0,1:32.158,1:31.549,1:31.340,1443.0,3143.9667583331134,92.158,91.549,91.34,91.34,1.3500000000000085,2021,7,13.0,11,0.0
25094,1059,20,117,5,12.0,9,9,9,2.0,53,+79.666,5325436,52,4,1:37.138,216.508,1,0,12.0,1:32.132,1:31.767,,1356.0,3038.222911998038,92.132,91.767,,91.767,1.777000000000001,2021,7,28.0,9,0.0
25095,1059,840,117,18,19.0,10,10,10,1.0,53,+91.946,5337716,44,9,1:37.828,214.981,1,0,19.0,,,,1655.0,3160.4809014297,,,,,,2021,7,9.0,13,0.0
25096,1059,832,6,55,5.0,11,11,11,0.0,53,+99.337,5345107,19,18,1:38.931,212.584,1,0,5.0,1:32.079,1:31.146,1:30.840,1836.0,2900.841896212457,92.07900000000001,91.146,90.84,90.84,0.8500000000000085,2021,7,42.0,7,0.0
25097,1059,847,3,63,14.0,12,12,12,0.0,52,\N,\N,52,13,1:38.314,213.918,11,0,14.0,1:33.060,1:32.065,,1882.0,3046.436348665534,93.06,92.065,,92.065,2.075000000000003,2021,7,0.0,18,0.0
25098,1059,852,213,22,0.0,13,13,13,0.0,52,\N,\N,18,19,1:38.980,212.479,11,0,20.0,,,,1990.5,3160.9438093450985,,,,,,2021,7,8.0,14,0.0
25099,1059,839,214,31,11.0,14,14,14,0.0,52,\N,\N,33,15,1:38.645,213.2,11,0,11.0,1:32.139,1:31.736,,1855.0,3249.6705132320935,92.13900000000001,91.736,,91.736,1.7460000000000093,2021,7,12.0,12,0.0
25100,1059,841,51,99,13.0,15,15,15,0.0,52,\N,\N,36,16,1:38.702,213.077,11,0,13.0,1:32.722,1:31.813,,1927.5,3294.4948072034963,92.72200000000001,91.813,,91.813,1.8230000000000075,2021,7,1.0,16,0.0
25101,1059,844,6,16,7.0,16,16,16,0.0,52,\N,\N,43,8,1:37.681,215.304,11,0,7.0,1:32.209,1:31.567,1:30.987,1609.5,4297.081349437108,92.209,91.56700000000001,90.987,90.987,0.9969999999999999,2021,7,52.0,5,0.0
25102,1059,8,51,7,17.0,17,17,17,0.0,52,\N,\N,46,10,1:37.992,214.621,11,0,17.0,1:33.354,,,2099.0,3400.178484579668,93.354,,,93.354,3.3640000000000043,2021,7,1.0,15,0.0
25103,1059,849,3,6,16.0,18,18,18,0.0,52,\N,\N,50,12,1:38.313,213.92,11,0,16.0,1:33.062,,,2237.5,3110.1512315128416,93.062,,,93.062,3.0720000000000027,2021,7,0.0,20,0.0
25104,1059,854,210,47,15.0,19,19,19,0.0,52,\N,\N,51,17,1:38.847,212.765,11,0,15.0,1:32.942,,,2484.0,3512.948091094426,92.94200000000001,,,92.94200000000001,2.9520000000000124,2021,7,0.0,17,0.0
25105,1059,853,210,9,18.0,20,20,20,0.0,52,\N,\N,34,20,1:39.317,211.758,11,0,18.0,1:33.554,,,2902.5,3392.2382376441583,93.554,,,93.554,3.564000000000007,2021,7,0.0,19,0.0
25106,1058,830,9,33,1.0,1,1,1,25.0,71,1:22:18.925,4938925,68,3,1:08.017,228.542,1,1,1.0,1:04.489,1:04.433,1:03.841,0.0,0.0,64.489,64.43299999999999,63.841,63.841,0.0,2021,8,131.0,1,3.0
25107,1058,1,131,44,2.0,2,2,2,19.0,71,+35.743,4974668,71,1,1:07.058,231.811,1,1,3.0,1:04.672,1:04.512,1:04.067,214.0,3385.684580119114,64.672,64.512,64.06700000000001,64.06700000000001,0.2260000000000062,2021,8,119.0,2,3.0
25108,1058,822,131,77,5.0,3,3,3,15.0,71,+46.907,4985832,43,5,1:08.619,226.537,1,1,2.0,1:04.537,1:04.443,1:04.035,634.0,2928.6318938744957,64.537,64.443,64.035,64.035,0.1939999999999955,2021,8,59.0,5,0.0
25109,1058,815,9,11,4.0,4,4,4,12.0,71,+47.434,4986359,57,2,1:07.894,228.956,1,0,5.0,1:04.638,1:04.197,1:04.168,419.0,3625.7158534418277,64.638,64.197,64.168,64.168,0.3270000000000053,2021,8,84.0,3,1.0
25110,1058,846,1,4,3.0,5,5,5,10.0,70,\N,\N,65,7,1:08.903,225.604,11,0,4.0,1:04.584,1:04.298,1:04.120,1022.5,3112.1042226356403,64.584,64.298,64.12,64.12,0.27900000000000347,2021,8,76.0,4,0.0
25111,1058,832,6,55,12.0,6,6,6,8.0,70,\N,\N,64,4,1:08.609,226.57,11,0,12.0,1:04.859,1:04.800,,1150.0,3182.1870040227723,64.859,64.8,,64.8,0.9589999999999961,2021,8,42.0,7,0.0
25112,1058,844,6,16,7.0,7,7,7,6.0,70,\N,\N,64,6,1:08.738,226.145,11,0,7.0,1:04.745,1:04.646,1:04.472,868.5,4166.7215885986925,64.745,64.646,64.472,64.472,0.6309999999999931,2021,8,52.0,6,0.0
25113,1058,840,117,18,9.0,8,8,8,4.0,70,\N,\N,32,14,1:09.787,222.746,11,0,10.0,1:04.821,1:04.663,1:04.708,1535.5,2576.6686601225956,64.821,64.663,64.708,64.663,0.8219999999999956,2021,8,10.0,13,0.0
25114,1058,4,214,14,8.0,9,9,9,2.0,70,\N,\N,61,13,1:09.749,222.867,11,0,9.0,1:04.971,1:04.582,1:04.574,1563.5,2910.9363338540315,64.971,64.582,64.574,64.574,0.732999999999997,2021,8,17.0,11,0.0
25115,1058,852,213,22,11.0,10,10,10,1.0,70,\N,\N,41,11,1:09.650,223.184,11,0,8.0,1:04.608,1:04.631,1:04.514,1505.0,2954.065646159873,64.608,64.631,64.514,64.514,0.6729999999999947,2021,8,8.0,14,0.0
25116,1058,8,51,7,18.0,11,11,11,0.0,70,\N,\N,57,8,1:09.128,224.869,11,0,18.0,1:05.429,,,1497.0,3060.9623926729614,65.429,,,65.429,1.588000000000001,2021,8,1.0,15,0.0
25117,1058,20,117,5,14.0,12,12,12,0.0,70,\N,\N,64,15,1:09.821,222.637,11,0,14.0,1:05.051,1:04.875,,1570.0,2958.472612613799,65.051,64.875,,64.875,1.033999999999999,2021,8,30.0,10,0.0
25118,1058,817,1,3,13.0,13,13,13,0.0,70,\N,\N,45,9,1:09.305,224.295,11,0,13.0,1:05.142,1:04.808,,1619.0,3169.937494403714,65.142,64.80799999999999,,64.80799999999999,0.9669999999999916,2021,8,34.0,9,0.0
25119,1058,839,214,31,17.0,14,14,14,0.0,70,\N,\N,70,10,1:09.576,223.421,11,0,17.0,1:05.217,,,1610.0,3006.478619522852,65.217,,,65.217,1.3759999999999977,2021,8,12.0,12,0.0
25120,1058,841,51,99,15.0,15,15,15,0.0,70,\N,\N,39,12,1:09.723,222.95,11,0,15.0,1:05.092,1:04.913,,1665.5,3197.1239912658916,65.092,64.913,,64.913,1.0719999999999956,2021,8,1.0,16,0.0
25121,1058,854,210,47,19.0,16,16,16,0.0,69,\N,\N,57,16,1:10.005,222.052,12,0,19.0,1:06.041,,,2517.0,3217.370225104331,66.041,,,66.041,2.1999999999999957,2021,8,0.0,18,0.0
25122,1058,849,3,6,16.0,17,17,17,0.0,68,\N,\N,34,17,1:10.104,221.739,13,0,16.0,1:05.175,,,1937.5,6412.509528357291,65.175,,,65.175,1.333999999999996,2021,8,0.0,20,0.0
25123,1058,853,210,9,20.0,18,18,18,0.0,68,\N,\N,39,19,1:10.951,219.092,13,0,20.0,1:06.192,,,2964.0,3459.13288204632,66.19200000000001,,,66.19200000000001,2.351000000000006,2021,8,0.0,19,0.0
25124,1058,847,3,63,10.0,\N,R,19,0.0,36,\N,\N,28,18,1:10.499,220.496,5,0,11.0,1:05.033,1:04.671,,1927.5,9430.812781675599,65.033,64.671,,64.671,0.8300000000000054,2021,8,0.0,17,0.0
25125,1058,842,213,10,6.0,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,4,0,6.0,1:04.765,1:04.429,1:04.236,50894.0,0.0,64.765,64.429,64.236,64.236,0.3950000000000031,2021,8,37.0,8,0.0
25126,1060,830,9,33,1.0,1,1,1,26.0,71,1:23:54.543,5034543,62,1,1:06.200,234.815,1,1,1.0,1:04.249,1:03.927,1:03.720,0.0,0.0,64.249,63.927,63.72,63.72,0.0,2021,9,156.0,1,4.0
25127,1060,822,131,77,5.0,2,2,2,18.0,71,+17.973,5052516,52,6,1:08.374,227.349,1,1,5.0,1:04.563,1:04.376,1:04.049,514.0,3788.755884364661,64.563,64.376,64.049,64.049,0.32900000000000773,2021,9,74.0,5,0.0
25128,1060,846,1,4,2.0,3,3,3,15.0,71,+20.019,5054562,62,10,1:08.471,227.027,1,1,2.0,1:04.345,1:04.415,1:03.768,427.0,3972.8129380888645,64.345,64.415,63.768,63.768,0.04800000000000182,2021,9,86.0,4,0.0
25129,1060,1,131,44,4.0,4,4,4,12.0,71,+46.452,5080995,55,3,1:08.126,228.177,1,0,4.0,1:04.506,1:04.258,1:04.014,464.0,4028.593511098631,64.506,64.258,64.014,64.014,0.29399999999999693,2021,9,138.0,2,3.0
25130,1060,832,6,55,10.0,5,5,5,10.0,71,+57.144,5091687,70,2,1:07.762,229.402,1,0,11.0,1:04.596,1:04.559,,982.0,4893.007172479888,64.596,64.559,,64.559,0.8389999999999986,2021,9,50.0,7,0.0
25131,1060,815,9,11,3.0,6,6,6,8.0,71,+57.915,5092458,55,5,1:08.192,227.956,1,0,3.0,1:04.833,1:04.483,1:03.990,730.0,2446.9966506823635,64.833,64.483,63.99,63.99,0.2700000000000031,2021,9,96.0,3,1.0
25132,1060,817,1,3,13.0,7,7,7,6.0,71,+60.395,5094938,56,14,1:08.820,225.876,1,0,13.0,1:04.977,1:04.719,,1001.0,4538.545941596702,64.977,64.719,,64.719,0.9989999999999952,2021,9,34.0,9,0.0
25133,1060,844,6,16,12.0,8,8,8,4.0,71,+61.195,5095738,55,13,1:08.698,226.277,1,0,12.0,1:04.906,1:04.600,,964.0,4363.187652409742,64.906,64.6,,64.6,0.8799999999999955,2021,9,58.0,6,0.0
25134,1060,842,213,10,6.0,9,9,9,2.0,71,+61.844,5096387,54,4,1:08.146,228.11,1,0,6.0,1:04.841,1:04.412,1:04.107,745.0,4447.660368703078,64.841,64.412,64.107,64.107,0.38700000000000045,2021,9,37.0,8,0.0
25135,1060,4,214,14,14.0,10,10,10,1.0,70,\N,\N,70,7,1:08.405,227.246,11,0,14.0,1:04.472,1:04.856,,1106.0,4225.275933483952,64.472,64.856,,64.472,0.7519999999999953,2021,9,19.0,11,0.0
25136,1060,847,3,63,8.0,11,11,11,0.0,70,\N,\N,56,16,1:08.900,225.613,11,0,9.0,1:04.907,1:04.553,1:04.591,1253.0,4841.05574828167,64.907,64.553,64.591,64.553,0.8329999999999984,2021,9,0.0,17,0.0
25137,1060,852,213,22,7.0,12,12,12,0.0,70,\N,\N,54,9,1:08.455,227.08,11,0,7.0,1:04.967,1:04.518,1:04.273,1114.5,4979.169763416312,64.967,64.518,64.273,64.273,0.5529999999999973,2021,9,9.0,14,0.0
25138,1060,840,117,18,9.0,13,13,13,0.0,70,\N,\N,54,12,1:08.659,226.405,11,0,10.0,1:04.927,1:04.547,1:04.618,1341.0,4769.531888086082,64.92699999999999,64.547,64.618,64.547,0.8269999999999982,2021,9,14.0,12,0.0
25139,1060,841,51,99,15.0,14,14,14,0.0,70,\N,\N,55,17,1:09.042,225.149,11,0,15.0,1:04.782,1:05.083,,1460.0,5563.6394843298585,64.782,65.083,,64.782,1.0619999999999976,2021,9,1.0,16,0.0
25140,1060,8,51,7,16.0,15,15,15,0.0,70,\N,\N,69,15,1:08.874,225.699,11,0,16.0,1:05.009,,,1321.5,6129.920714836884,65.009,,,65.009,1.2890000000000015,2021,9,1.0,15,0.0
25141,1060,849,3,6,18.0,16,16,16,0.0,70,\N,\N,62,11,1:08.520,226.865,11,0,18.0,1:05.195,,,1624.0,5264.55924820367,65.195,,,65.195,1.4749999999999943,2021,9,0.0,20,0.0
25142,1060,20,117,5,11.0,17,17,17,0.0,69,\N,\N,51,8,1:08.420,227.196,4,0,8.0,1:04.846,1:04.493,1:04.570,1048.0,4682.832378740753,64.846,64.493,64.57,64.493,0.7729999999999961,2021,9,30.0,10,0.0
25143,1060,854,210,47,19.0,18,18,18,0.0,69,\N,\N,56,18,1:09.394,224.007,12,0,19.0,1:05.427,,,2046.0,5280.7109814622245,65.42699999999999,,,65.42699999999999,1.7069999999999936,2021,9,0.0,18,0.0
25144,1060,853,210,9,20.0,19,19,19,0.0,69,\N,\N,49,19,1:09.757,222.842,12,0,20.0,1:05.951,,,2672.0,6340.721822589112,65.951,,,65.951,2.2309999999999945,2021,9,0.0,19,0.0
25145,1060,839,214,31,17.0,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,0,17.0,1:05.051,,,,,65.051,,,65.051,1.331000000000003,2021,9,12.0,13,0.0
25146,1061,1,131,44,2.0,1,1,1,25.0,52,1:58:23.284,7103284,45,2,1:29.699,236.43,1,1,1.0,1:26.786,1:26.023,1:26.134,-144.5,5332.019675414235,86.786,86.023,86.134,86.023,0.0,2021,10,150.0,2,3.0
25147,1061,844,6,16,4.0,2,2,2,18.0,52,+3.871,7107155,45,5,1:30.569,234.159,1,1,4.0,1:27.051,1:26.919,1:26.828,0.0,378.44896755140445,87.051,86.919,86.828,86.828,0.8050000000000068,2021,10,62.0,6,0.0
25148,1061,822,131,77,3.0,3,3,3,15.0,52,+11.125,7114409,45,4,1:30.524,234.275,1,1,3.0,1:27.487,1:26.764,1:26.328,103.0,4005.390389220548,87.487,86.764,86.328,86.328,0.3050000000000068,2021,10,92.0,5,0.0
25149,1061,846,1,4,5.0,4,4,4,12.0,52,+28.573,7131857,44,9,1:31.420,231.979,1,0,6.0,1:27.444,1:27.220,1:26.897,433.0,4496.171712412264,87.444,87.22,86.89699999999999,86.89699999999999,0.8739999999999952,2021,10,101.0,4,0.0
